id,alcohol_permille,barcode_gtin,checksum,description,has_extra_info,images,videos,max_quantity_per_purchase,name,original_net_price,price,net_price,product_hierarchy_tags,purchasable_balance,restrictions,tags,unit_info,vat_percentage,vat_percentage_decimal,category_slug,can_be_promoted.basket,can_be_promoted.venue,can_be_promoted.credits,unit_price.base,unit_price.original_net_price,unit_price.price,unit_price.net_price,unit_price.unit,disabled_info.disable_text,disabled_info.disable_reason,sell_by_weight_config.grams_per_step,sell_by_weight_config.input_type,sell_by_weight_config.price_per_kg,sell_by_weight_config.net_price_per_kg,deposit.amount
641623072476c8a75c782a7d,0,5997010308866.0,7519677c946fc582a22b7676c7f805a4,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b80a19bbcfa1dc39bc164', 'blurhash': 'LYSr}#j[.AoftRj[V@ayX7fQnkf6'}, {'url': 'https://imageproxy.wolt.com/assets/689b80a29bbcfa1dc39bc169', 'blurhash': 'LXSr}$j[.Aofo|j[aKayW:fQn+f6'}]",[],,Univer hamburger szósz 420 g,,143000,,[],36.0,[],[],420 g,27,27.0,gyumolcs-6,True,True,True,1.0,,340476.0,,kilogram,,,,,,,
b276ebb91820855034b89f7e,0,8715700421834.0,3312881494760c43c907ce6de5ac7346,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689ba65587a8f04a4a7db90f', 'blurhash': 'LXSr[mj[.Tj[V@fQozfQt7fQRjfQ'}]",[],,Heinz mustáros-kapros ízű hamburger szósz 230 g,,158900,,[],7.0,[],[],230 g,27,27.0,gyumolcs-6,True,True,True,1.0,,690870.0,,kilogram,,,,,,,
8a71b8e350c8f557be3150d5,0,5997010315635.0,ff54adce0ac1ae5b415719b7c0e2f2c0,,True,"[{'url': 'https://imageproxy.wolt.com/assets/69b29d22649ecdda9f3fe6d5', 'blurhash': 'LZS?0^j[%%j]o}fQV@jtbufQi{a{'}, {'url': 'https://imageproxy.wolt.com/assets/69b29d22649ecdda9f3fe6d4', 'blurhash': 'LYS?0^j[%%j]o}fQaKjtXRfQnia{'}]",[],,Univer mustár 440 g,,119900,,[],23.0,[],[],475 g,27,27.0,gyumolcs-6,True,True,True,1.0,,252421.0,,kilogram,,,,,,,
bad29db9b3ad0fd7aed6bc1d,0,5997010316021.0,47d3b820fca093fcce89de5cfb335a3b,Sweet chili szósz,True,"[{'url': 'https://imageproxy.wolt.com/assets/69dccd69af51c9ef775316fd', 'blurhash': 'LbS$P[jt*JoftQj[V@ayb]j[ixay'}, {'url': 'https://imageproxy.wolt.com/assets/69dccd69af51c9ef775316fc', 'blurhash': 'LcS=;mjt*0ofo|j[V@aygMj[eUay'}]",[],,Univer Sweet chili szósz 500 g,,148400,,[],8.0,[],[],535 g,27,27.0,gyumolcs-6,True,True,True,1.0,,277383.0,,kilogram,,,,,,,
d6c60924b5599e410af1e9ef,0,5999033880077.0,78395e7d83fdc4d1f064408a709d855e,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b90c6f18c6aaa8030b4a9', 'blurhash': 'LuRC*%j[_Nj[xufQRPfQtRfQRPfQ'}, {'url': 'https://imageproxy.wolt.com/assets/689b90c7f18c6aaa8030b4ac', 'blurhash': 'LrRMSdj[_Nj[x]fQM{fQxufQM{fQ'}]",[],,SPAR BBQ barbecue grill szósz 330 g,,69900,,[],4.0,[],[],330 g,27,27.0,gyumolcs-6,True,True,True,1.0,,211818.0,,kilogram,,,,,,,
e61c341a491b7dffd2a345d0,0,5999033880060.0,2fa1d0bbb114a311bf73b1629ec530d4,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b90c6f18c6aaa8030b4a5', 'blurhash': 'LsRC**j[_Nj[xufQM{fPxufQRPfQ'}, {'url': 'https://imageproxy.wolt.com/assets/689b90c7f18c6aaa8030b4aa', 'blurhash': 'LqRMSdj[_Nj[x[fQM{ayxufQM{fk'}]",[],,SPAR BBQ steak grill szósz 330 g,,69900,,[],9.0,[],[],330 g,27,27.0,gyumolcs-6,True,True,True,1.0,,211818.0,,kilogram,,,,,,,
416c032782eccea11ff2e80e,0,5999033880053.0,4cf22e10ffae415d616fe30f4aa6a528,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b90c6f18c6aaa8030b4a6', 'blurhash': 'LtRV,|j[_Nj[xufQM{fQtRfQRPfQ'}, {'url': 'https://imageproxy.wolt.com/assets/689b90c7f18c6aaa8030b4ab', 'blurhash': 'LrRV;5j[_NoLx]fQM{fQxufQRPa|'}]",[],,SPAR BBQ chilis grill szósz 330 g,,69900,,[],11.0,[],[],330 g,27,27.0,gyumolcs-6,True,True,True,1.0,,211818.0,,kilogram,,,,,,,
6029a4e69c8cf04ce1b2323e,0,5997359135420.0,64cd5988c7080a88f13a785393539f4b,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82fb87a8f04a4a7d93ff', 'blurhash': 'L~RL-4j[.mbGWXazoKoLbIbGjYja'}]",[],,Lucullus ropogós csirkefalatok fűszersó 40 g,,32400,,[],10.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,810000.0,,kilogram,,,,,,,
0698bf1ce100143d24b78120,0,5997359133280.0,b3f99c196b1582777b181f85707c5522,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82ec87a8f04a4a7d93e2', 'blurhash': 'L~RoW@jt.Tj[WXf7ocj[f+a|jFjZ'}]",[],,Lucullus sültcsirke fűszersó 40 g,,32400,,[],24.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,810000.0,,kilogram,,,,,,,
a9745c2d072b2388d474d6cc,0,5997359135116.0,c8d963714b1bee6dc8507c76adf18e4f,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82f7f18c6aaa80309fa8', 'blurhash': 'L~R.lZjt*0bHWEa}odj?bIbGjYjb'}]",[],,Lucullus sültkrumpli fűszersó 30 g,,32400,,[],0.0,[],[],30 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1080000.0,,kilogram,Sold out,,,,,,
716221fd1f61cd96d66e6a86,0,5997359133297.0,deb29fdac19ceac41b195f950a328f9c,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82ec87a8f04a4a7d93df', 'blurhash': 'L~QlzgfQ?^oeWXfQoJjukCa|aej@'}]",[],,Lucullus sertéssült fűszersó 40 g,,32400,,[],17.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,810000.0,,kilogram,,,,,,,
8e783d0ad38d7a60cac29a47,0,5997359134621.0,e30c16388c9bb706864521dcfc0e6787,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82eff18c6aaa80309fa0', 'blurhash': 'LyQ0dca~~pobNfj[xCayf7j?j[WY'}]",[],,Lucullus gyros gyorspác fűszerkeverék 30 g,,32400,,[],21.0,[],[],30 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1080000.0,,kilogram,,,,,,,
4d205a5498ea7385a23febf0,0,5997359134614.0,c67d3f0626d532f7d75c0942544a1079,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82eff18c6aaa80309fa1', 'blurhash': 'L~RL%|j@.mj[j@j@j[azj]bHfOjZ'}]",[],,Lucullus flekken gyorspác fűszerkeverék 40 g,,32400,,[],23.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,810000.0,,kilogram,,,,,,,
f3867a9b59e10818395ed4be,0,5997359135581.0,6b2b1355656a9f46d534094204cae5bc,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82fb87a8f04a4a7d93fe', 'blurhash': 'L~Re{ejb.TkBa}fPoJfRS5azslj['}]",[],,Lucullus füstöltsonka ízű sültkrumpli fűszersó 25 g,,32400,,[],40.0,[],[],25 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1296000.0,,kilogram,,,,,,,
47078e0b790baf85365a172e,0,5997359135598.0,292b18b0fd0620d9c9a1bb7c05f657c2,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82fb87a8f04a4a7d9400', 'blurhash': 'L~Qv8za|?^oLW;fQo0fjkCa|jFjt'}]",[],,Lucullus paprikás sültkrumpli fűszersó 25 g,,32400,,[],21.0,[],[],25 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1296000.0,,kilogram,,,,,,,
decfc49f47768cd2ee471999,0,5997359133303.0,6aae033c81b7cc92707e7d1a6163fed1,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82ed87a8f04a4a7d93e3', 'blurhash': 'L~QcCya|?^oLWXf7oKj@offQaeja'}]",[],,Lucullus grill fűszersó 40 g,,32400,,[],8.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,810000.0,,kilogram,,,,,,,
b65387abe75548dbca530bf4,0,5997359135109.0,94145978adffe30a04d46b9b4a3f63f2,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82f7f18c6aaa80309fa7', 'blurhash': 'L~Qlzffj?^oLf8azk9j@offQaefQ'}]",[],,Lucullus grillzöldség fűszersó 30 g,,32400,,[],23.0,[],[],30 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1080000.0,,kilogram,,,,,,,
e00528fc8d49def9a86e5b01,0,5997359133884.0,924b83ee7828309981d475aec8656c63,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82ee87a8f04a4a7d93e5', 'blurhash': 'L~Q]QUoL?wWEj]azj?oea$ayj=oe'}]",[],,Lucullus magyaros fűszersó 40 g,,32400,,[],9.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,810000.0,,kilogram,,,,,,,
9d1b701d17592c6c3b182f90,0,5997359136090.0,327f9845ba896520dee82130a856fe1d,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b830087a8f04a4a7d940b', 'blurhash': 'L}Ql%pay?^ofoyf6aef+bcj[jFWC'}]",[],,Lucullus fasírt fűszerkeverék 34 g,,35500,,[],26.0,[],[],34 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1044118.0,,kilogram,,,,,,,
d2e844cbcc2afa4ed8ec787f,0,5997359136342.0,55eb032fdb613818bf316aa2c6e2097e,"Felhasználási javaslat:
A tasak tartalmát keverjük el 1-1,5 dl étolajjal, majd ebbe a keverékbe forgassuk meg a konyhakész húst. 20-30 percig állni hagyjuk, és serpenyőben, sütőben, vagy grillen készre sütjük.",True,"[{'url': 'https://imageproxy.wolt.com/assets/689b830687a8f04a4a7d940f', 'blurhash': 'L~R.iTj[*0azbIfQo0fQa$azj?j@'}]",[],,Lucullus négyborsos-mustáros gyorspác fűszerkeverék 37 g,,32400,,[],26.0,[],[],37 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,875676.0,,kilogram,,,,,,,
4cfb85c7b200dc64ba2b8360,0,5997359136052.0,b32eb685c561e48f9ec6807b096fca9a,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82fd87a8f04a4a7d9404', 'blurhash': 'L{Q+yrfR?^j[ozfkWBf6kWfQe.fR'}]",[],,Lucullus sült oldalas fűszersó 50 g,,35500,,[],21.0,[],[],50 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,710000.0,,kilogram,,,,,,,
d062f4d89dc43fd70fe73ff4,0,5997359137059.0,12ee3292372aff8c00ae6078acd7b85a,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b8310f18c6aaa80309fb7', 'blurhash': 'LnQ]==ja~qkCW?fkoIjZX9azjEoL'}]",[],,Lucullus gyros fűszerkeverék 30 g,,35500,,[],36.0,[],[],30 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1183333.0,,kilogram,,,,,,,
5725bc8c4fd1af270200435b,0,5997359135123.0,3ee462357a8dbd84515e1f504a8069ae,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82f7f18c6aaa80309fa6', 'blurhash': 'LyQT1Cj[~qaxR.ays+oeWZayoIj['}]",[],,Lucullus halak fűszersó 30 g,,32400,,[],12.0,[],[],30 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1080000.0,,kilogram,,,,,,,
899fee06172634270b8ee072,0,5997359138780.0,54de8eae02e80dd7de60674c2e450179,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832887a8f04a4a7d945f', 'blurhash': 'L~PsYKj[_Nj[j[fQfka|offQWUay'}]",[],,Lucullus BBQ texasi fűszerkeverék 36 g,,35500,,[],20.0,[],[],36 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,986111.0,,kilogram,,,,,,,
929f10efd50dc1d60be51052,0,5997359138827.0,cba5dceb44e87f230b5e2928e86c376e,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832a87a8f04a4a7d9462', 'blurhash': 'L~P?aaj[_NWXj[fQfQa|kCazaxoK'}]",[],,Lucullus BBQ klasszikus amerikai fűszerkeverék 33 g,,35500,,[],31.0,[],[],33 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1075758.0,,kilogram,,,,,,,
cba60dee86674bd113bed507,0,5997359138834.0,30302127c8e03d9fc3817076f1b4bd7b,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832a87a8f04a4a7d9463', 'blurhash': 'L~PsVDj[_Nj[fkfQjtfQofj@WBaz'}]",[],,Lucullus BBQ tüzes-négyborsos csípős fűszerkeverék 25 g,,35500,,[],34.0,[],[],25 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1420000.0,,kilogram,,,,,,,
76196026bfe3c74c7c902fe1,0,5997359138858.0,14f21342743b62bfe77945c0c9e3d210,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832a87a8f04a4a7d9464', 'blurhash': 'L~Q9fwj[?^j[WqfQj@a|kCfQaefQ'}]",[],,Lucullus BBQ pikáns hamburger fűszerkeverék 43 g,,35500,,[],35.0,[],[],43 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,825581.0,,kilogram,,,,,,,
9586857853aa9cc0382eb4f1,0,5997359138889.0,b24eee6547c26491910eb787352d4ca9,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832987a8f04a4a7d9460', 'blurhash': 'L~P~[^oK_NWqbHfQjajtkCazaxoK'}]",[],,Lucullus BBQ Kentucky mézes-chilis fűszerkeverék 38 g,,35500,,[],35.0,[],[],38 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,934211.0,,kilogram,,,,,,,
6db33314956bdedf1816b08b,0,5997359138797.0,c9d43c3de52145f0d9af2d7955c7acf2,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832787a8f04a4a7d945c', 'blurhash': 'L~QJ7cj[?^j[bHj@jbazofazWBj@'}]",[],,Lucullus Grill pác Mexikói fieszta csípős fűszerkeverék 27 g,,35500,,[],45.0,[],[],27 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1314815.0,,kilogram,,,,,,,
d0ea4fcaa2cfd98a66b16735,0,5997359138841.0,08eea20c9fe9a800393f58ab6eac253c,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b832987a8f04a4a7d9461', 'blurhash': 'L~QSo3j[?^fRbHfQjafQkCfQaebG'}]",[],,Lucullus Grill pác mediterrán saslik fűszerkeverék 32 g,,35500,,[],35.0,[],[],32 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1109375.0,,kilogram,,,,,,,
3fc62761d5465b5541474941,0,5997359139442.0,e35a5bcb5484d81ce5f9ae19a7688b14,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b833087a8f04a4a7d946c', 'blurhash': 'L$Qchyay_NofRjfQt7azWBfkofay'}]",[],,Lucullus fokhagymás só 30 g,,32400,,[],16.0,[],[],30 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1080000.0,,kilogram,,,,,,,
fa9738b18bf05c57a1586e28,0,5997359139459.0,b20c60357c44c74b2547bfb1d444cc4d,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b833287a8f04a4a7d9475', 'blurhash': 'L{Q]QXj[?wj[WqayoLj[R+fQoebG'}]",[],,Lucullus grillcsirke fűszersó 40 g,,35500,,[],20.0,[],[],40 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,887500.0,,kilogram,,,,,,,
84ab02e7f525fac109c625b7,0,5997359110250.0,f6010a41a530c294c4b9f3336cbee0a1,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82db87a8f04a4a7d93c2', 'blurhash': 'L.R{Ppjs.TkCbbf6n$j[X9fkn$f6'}]",[],,Lucullus brassói aprópecsenye fűszerkeverék 32 g,,35500,,[],32.0,[],[],32 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1109375.0,,kilogram,,,,,,,
e3cfb4bd07f02824c41c30d2,0,5997359111073.0,a8997a8a0ba7deeee258f010e61be903,,True,"[{'url': 'https://imageproxy.wolt.com/assets/69fc9cf895a8304bb5040003', 'blurhash': 'L}P%6Jay_Ns:WqfQoKayWXj[oJay'}]",[],,Lucullus Pulled Pork fűszerkeverék 30 g,,35500,,[],17.0,[],[],35 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1014286.0,,kilogram,,,,,,,
7db44feec601f13b00fac32c,0,5999886731427.0,98cc43725d3c331b40afca461a484f30,Grill fűszerpác - folyékony fűszerpác húsokhoz.,True,"[{'url': 'https://imageproxy.wolt.com/assets/690de729f365b197a3604632', 'blurhash': 'L~PP.Xju_NW;s:juWBa{ozfQWBfP'}]",[],,Ízmester grill folyékony fűszerpác 80 ml,,39500,,[],31.0,[],[],80 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,493750.0,,litre,,,,,,,
6fef14030e5060a1eea442ca,0,5999886731441.0,eaac083821ef3f385757fdf7b349041c,Mézes-pikáns fűszerpác - folyékony fűszerpác húsokhoz.,True,"[{'url': 'https://imageproxy.wolt.com/assets/690de72cf365b197a3604637', 'blurhash': 'L~Pi;mju_NbGs:juWBWVofazaej@'}]",[],,Ízmester mézes-pikáns folyékony fűszerpác 70 ml,,39500,,[],55.0,[],[],70 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,564286.0,,litre,,,,,,,
b67a87760ba5897c99039094,0,5999886731489.0,6377fd37eebb2da7179a8ace6ca456ba,Fűszerpác csirkéhez - folyékony fűszerpác húsokhoz.,True,"[{'url': 'https://imageproxy.wolt.com/assets/690de72af365b197a3604633', 'blurhash': 'L~PsYLju_NW;s:juWCa{f+fQjFfj'}]",[],,Ízmester folyékony fűszerpác csirkéhez 80 ml,,39500,,[],69.0,[],[],80 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,493750.0,,litre,,,,,,,
92e1430fcb1729db412decc0,0,5999886731403.0,d5a5898077b73cd85567387fef178f0f,Zöldfűszeres fűszerpác - folyékony fűszerpác húsokhoz.,True,"[{'url': 'https://imageproxy.wolt.com/assets/690de728f365b197a3604630', 'blurhash': 'L~PZZDjb_NW;s:juWCa{ofa|aej@'}]",[],,Ízmester zöldfűszeres folyékony fűszerpác 80 ml,,39500,,[],49.0,[],[],80 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,493750.0,,litre,,,,,,,
3ed555d6569c4adfaf291f02,0,5999861310296.0,632ecdb2604cf86e9c3602b6e3aa9964,Mustáros fűszerpác - folyékony fűszerpác húsokhoz.,True,"[{'url': 'https://imageproxy.wolt.com/assets/690de72af365b197a3604634', 'blurhash': 'L~PsbSju_NW;ofjuWUWVkCazaeoJ'}]",[],,Ízmester mustáros folyékony fűszerpác 80 ml,,39500,,[],42.0,[],[],80 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,493750.0,,litre,,,,,,,
bc39d4c6384ce143213bab75,0,5997359136069.0,3770a17eb0b30341cee2059503e7d3f0,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b82fd87a8f04a4a7d9405', 'blurhash': 'L_Q]QYj[?^bGozfQadjtogfPaeju'}]",[],,Lucullus mézes-csípős csirkeszárny fűszersó 48 g,,35500,,[],0.0,[],[],48 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,739583.0,,kilogram,Sold out,,,,,,
4b370855047cdf984583ed28,0,5997359136083.0,dcc0fce8081da520e645cd655a0cc7fc,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b830087a8f04a4a7d940a', 'blurhash': 'L;QvUbj[_Nf6t7fQWBj@off6axkB'}]",[],,Lucullus húspuhító só 35 g,,35500,,[],27.0,[],[],35 g,27,27.0,alma-es-korte-7,True,True,True,1.0,,1014286.0,,kilogram,,,,,,,
c8b5071e4c1678882a8b77a1,0,5999862717902.0,8b4acc7cd3488ecae0a72540d26b889c,"Mustáros folyékony fűszerpác húsokhoz nagy kiszerelésben, visszazárható kupakkal.",True,"[{'url': 'https://imageproxy.wolt.com/assets/6a0477c8c640c042bb9ed6d7', 'blurhash': 'L+RyQkoe.TWCt8azRjoetRayRjj['}]",[],,Ízmester mustáros folyékony fűszerpác 205 ml,,85500,,[],10.0,[],[],205 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,417073.0,,litre,,,,,,,
aa8a621118f7e97b36c7d24d,0,5999862717926.0,eea73eb15447d10deee273a877446e77,Folyékony pác csirkéhez és más szárnyashúsokhoz nagy kiszerelésben visszacsavarható kupakkal. ,True,"[{'url': 'https://imageproxy.wolt.com/assets/6a0477c7c640c042bb9ed6d6', 'blurhash': 'L+RyNdoL.TWCtQazRjoKtRayRQj]'}]",[],,Ízmester folyékony fűszerpác csirkéhez 205 ml,,85500,,[],9.0,[],[],205 ml,27,27.0,alma-es-korte-7,True,True,True,1.0,,417073.0,,litre,,,,,,,
