id,alcohol_permille,barcode_gtin,checksum,description,has_extra_info,images,max_quantity_per_purchase,name,price,product_hierarchy_tags,purchasable_balance,restrictions,tags,unit_info,vat_percentage,vat_percentage_decimal,category_slug,can_be_promoted.basket,can_be_promoted.venue,can_be_promoted.credits,sell_by_weight_config.grams_per_step,sell_by_weight_config.input_type,sell_by_weight_config.price_per_kg,unit_price.base,unit_price.price,unit_price.unit,disabled_info.disable_text,disabled_info.disable_reason,deposit.amount
a94b4face5ffc523836b45f4,0,,d6ba38168b30511bb77113cf1b0fef7b,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/1b7f0a32-cc33-11f0-b78e-befa11a55c85_37897000.jpg', 'blurhash': 'jbZf7CTL;Ld2PKkPHcl4;LlA8xTu'}]",,Golden alma lédig,48700,['PERISHABLE'],66900,[],[],,27,27.0,puding-46,True,True,True,150.0,grams,48700.0,,,,,,
b2e453725bb648fd50e59240,0,5999033881913.0,fc940784c028fcb9b116cfc6d0435c80,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/4790309c-cc33-11f0-8e53-aadcc74101ea_311805004.jpg', 'blurhash': 'jsTYXdHc;;LcDcl4KXplTKGGgPCX'}]",,S-Budget piros alma 2 kg,85600,['PERISHABLE'],20,[],[],2 kg,27,27.0,puding-46,True,True,True,,,,1.0,42800.0,kilogram,,,
ab74072587f2692ac829017b,0,5999139400766.0,983678cbd3e1086c1938c0153cf96499,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/78e1a478-cc33-11f0-9f5c-be4411091a49_514922003.jpg', 'blurhash': 'jdY:XGHcX;TKLtkPLcpl;;Ld8hh3'}]",,S-Budget körte 1 kg,60600,['PERISHABLE'],6,[],[],1 kg,27,27.0,puding-46,True,True,True,,,,1.0,60600.0,kilogram,,,
ea81e4b05b8b30767fa41920,0,,bdc37d42b6e896a43d7caee59b596477,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/598d95be-cc33-11f0-b6c9-96bb15f1ca69_376723008.jpg', 'blurhash': 'jdYKHAPt;;CWPKl4LcgPXLKYcxqD'}]",,Körte 4 db,94500,['PERISHABLE'],7,[],[],4 pcs,27,27.0,puding-46,True,True,True,,,,1.0,23625.0,piece,,,
c3eb847bce2cc1b8fde73a58,0,,9d8cdef0f1a8ad1f49fda299e14bbc53,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/3e194ec2-cc33-11f0-83f1-921a1c457d80_264321002.jpg', 'blurhash': 'jgQciW8P;;GX;;OqlCpl;;LccPum'}]",,Xenia körte lédig,66500,['PERISHABLE'],43950,[],[],,27,27.0,puding-46,True,True,True,150.0,grams,66500.0,,,,,,
4f9baf7f907c22f1fa1c6c56,0,,e51f43e0bfb9993b4472c18278dca4fa,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/e498368c-ea38-11f0-ad6c-866d87f7d6a9_nashi.png', 'blurhash': 'jd;frKpkTLLdFBtSpWtTPLCqgNC6'}]",,Körte nashi db,62400,['PERISHABLE'],0,[],[],1 pc,27,27.0,puding-46,True,True,True,,,,1.0,62400.0,piece,Sold out,,
ee4f8ecab57bf3b36e14a2af,0,,0085627f045682e99345031dd40d2c2a,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/388c1090-ea40-11f0-bbc0-ceeedb649b4a_dekor_repro_01836.png', 'blurhash': 'jgZ:;IllX;PctBpCGHKWT;GFcylm'}]",,BIO alma 750 g,145500,['PERISHABLE'],0,[],[],,27,27.0,puding-46,True,True,True,,,,,,,Sold out,,
9d7dd590535f90456df80e0f,0,,63af54dcc302eb60074176d4dfc46f82,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/68adbdf8-cc33-11f0-9ad5-4a3f894754cd_481705005.jpg', 'blurhash': 'jdX:DFLt;;CXPtF4HcgP;;CX4hLc'}]",,Piros szőlő magnélküli 500 g,70400,['PERISHABLE'],32,[],[],500 g,27,27.0,tejtermekek-47,True,True,True,,,,1.0,140800.0,kilogram,,,
a0b882d4c971ff82aab39c4a,0,,e0edbd22e430dcafd4db5ed470ab2bd0,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/a4e03ad0-cc33-11f0-ab3e-920327e14356_554304005.jpg', 'blurhash': 'jfTJvnTK;;Ttd4p4Tttl;;ll8ylT'}]",,SPAR szőlő piros magnélküli 750 g,218200,['PERISHABLE'],0,[],[],,27,27.0,tejtermekek-47,True,True,True,,,,,,,Sold out,,
5d20e8ce3e2fa2770c9c1b4c,0,,b09ea4953de655f57fd0d9943e0d05da,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/a4e2e280-cc33-11f0-a2e3-eec62ef2e9d4_554305002.jpg', 'blurhash': 'jeV:bmTK;;cPhzgPPupk;;lC8yPc'}]",,SPAR magnélküli fehér szőlő 750 g,250100,['PERISHABLE'],31,[],[],,27,27.0,tejtermekek-47,True,True,True,,,,,,,,,
